Location,Latitude,Longitude,Cases
Greece: Arcadia,37.42908855,22.423541964571157,3
Greece,38.9953683,21.9877132,130
Greece: Attika Kallithea,37.9560111,23.7033792,1
Greece: Karditsa,39.3646492,21.9237698,1
Greece: Chalkidiki,40.33096275,23.362146214745085,1
Greece: Crete Herakleion,35.33908,25.1332843,1
Greece: Attika Trizina,37.5027622,23.3498399,1
Greece: Attika Chalandri,38.0215202,23.7984139,1
Greece: Crete Chania Souda,35.4871175,24.0659027,1
Greece: Attiki Ilion,38.0319662,23.7078788,1
Greece: Attiki Methana Trizina,37.5027622,23.3498399,1
"Greece:Chalkidiki, Nea Plagia",40.2647455,23.2020512,1
"Greece:Attica, Delta Falirou",37.937431000000004,23.692359814267256,1
"Greece:Attica, Megara",37.9965887,23.3445017,1
"Greece:Fokida, Itea",38.4334754,22.4239321,1
"Greece:Xanthi, Dasochori",40.8927405,24.839431,1
"Greece:Thessaloniki, Malgara",40.6087041,22.6839026,1
"Greece:Lakonia, Taxiarches",36.6046506,22.3733986,1
"Greece:Macedonia, Kilkis, Neo Ginekokastro",40.9223296,22.7463561,1
"Greece:Macedonia, Imathia, Kefalochori",40.569293,22.3639034,1
"Greece:Macedonia, Serres, Karperi",41.1326398,23.3067562,2
"Greece:Macedonia, Serres, Ano Kamila",41.0565069,23.4225327,2
"Greece:Macedonia, Thessaloniki, Adendro",40.6720209,22.6014229,1
"Greece:Macedonia, Pieria, Variko",40.1761931,22.55325840383347,1
"Greece:Macedonia, Irakleia, Serres",41.1813814,23.282414,1
Hungary: Nyarlorinc,46.8605244,19.8740931,1
Hungary: Rakoczifalva,47.0898193,20.2343365,1
Hungary: Szolnok,47.1753833,20.1946279,1
Hungary: Torvaj,46.7640947,18.0438851,1
Hungary: Vamosmikola,47.9774677,18.7841116,1
Hungary: Gyor,47.687609,17.6346815,2
Hungary: Mesterhaza,47.3736398,16.8633456,1
Hungary: Per,47.6123429,17.7979394,1
Hungary: Budapest,47.4978789,19.0402383,9
Hungary: Tapiosag,47.3992437,19.6303259,2
Hungary: Hajdunanas,47.8452241,21.4279002,1
Hungary: Szeged,46.2546312,20.1486016,4
Hungary: Egyek,47.6314647,20.8881462,1
Hungary: Doc,46.4379484,20.1369366,1
Hungary: Kecskemet,46.9073883,19.6917206,2
Hungary: Pilis,47.2860696,19.5467411,1
Hungary: Esztergom,47.7856939,18.7403377,1
Hungary: Gyorujfalu,47.7211947,17.6081756,1
Hungary: Mezotur,47.0004724,20.6299513,1
Hungary: Szekesfehervar,47.1910169,18.410811,1
Hungary: Hajduboszormeny,47.6716617,21.5078944,1
Hungary: Balkany,47.770088,21.8601316,2
Hungary: Zakanyszek,46.274063,19.8885058,1
Hungary: Algyo,46.3353787,20.2083596,3
Hungary: Hajdudorog,47.8157169,21.5006846,1
Hungary: Iregszemcse,46.6930094,18.183599,1
Hungary: Dunaujvaros,46.9669545,18.9393976,3
Hungary,47.1817585,19.5060937,48
Hungary: Enying,46.9269341,18.2449727,1
Hungary: Kisujszallas,47.2162053,20.7546669,1
Hungary: Matyasdomb,46.9227631,18.3476776,1
Hungary: Szentmartonkata,47.4440884,19.6916458,1
Hungary: Tisza,47.7795902,21.0399878,1
Hungary: Martfu,47.0186153,20.2813933,1
Hungary: Tahitotfalu,47.75434,19.0844571,1
Hungary: Hajduszoboszlo,47.4431291,21.3902995,2
Hungary: Oroshaza,46.5603339,20.6693477,1
Hungary: Kiskunhalas,46.4278497,19.4833076,1
Hungary: Nyiregyhaza,47.9557802,21.7167982,1
Hungary: Debrecen,47.531399,21.6259782,1
Hungary: Bekescsaba,46.6798003,21.0985425,1
Hungary: Kiskunmajsa,46.4906228,19.7393121,1
Hungary: Jaszbereny,47.5030505,19.9117887,1
Hungary: Jaszkiser,47.4594357,20.2157783,1
Hungary: Ujtelek,46.5890819,19.058292,1
Hungary: Tiszaluc,48.0345861,21.0630541,1
Hungary: Cegled,47.1716447,19.7977516,1
India,22.3511148,78.6677428,79
India: West Bengal,22.9964948,87.6855882,4
India: Kerala,10.3528744,76.5120396,1
India: Madras state,13.0638307,80.2657136,1
India: Assam,26.4073841,93.2551303,1
"India: Assam, Tinsukia",27.4879722,95.3601855,1
Iran,32.6475314,54.5643516,11
Iraq: Mosul,36.343694049999996,43.099715597302286,2
Israel,30.8124247,34.8594762,143
Italy,42.6384261,12.674297,261
Italy: Sardinia,40.0912813,9.0305773,10
Italy: Lombardia,45.5703694,9.7732524,12
Italy: Sardegna,40.0912813,9.0305773,1
Italy: Piemonte,45.060735,7.923549,6
Italy: Friuli,45.6528943,13.7804956,1
Italy: Veneto,45.6476663,11.8665254,18
Italy: Sicily,37.587794,14.155048,3
Italy: Tuscany,43.4586541,11.1389204,2
Italy:Lombardy,45.5703694,9.7732524,1
Italy:Veneto,45.6476663,11.8665254,1
Italy:Campania,40.860672,14.843984,1
Italy:Emilia Romagna,44.525696,11.039437,3
Italy:Piedmont,45.060735,7.923549,2
Italy:Friuli Venezia Giulia,46.151042,13.055904,1
Italy: Emilia Romagna,44.525696,11.039437,7
Italy: Friuli Venezia Giulia,46.151042,13.055904,1
Italy: Emilia-Romagna region,44.13490955,11.847267578912783,8
Italy: Sardinia region,40.06150285,9.09758935360066,1
Italy: Sardegna region,40.06150285,9.09758935360066,1
Italy: Padova province,45.391408,11.805848677115883,1
Italy: Lombardy,45.5703694,9.7732524,10
Italy: Rovigo,44.9777098,12.272683528362364,2
"Kazakhstan: West Kazakhstan oblast, Akzhaik District",49.65015625,51.70086500599801,2
Kenya: Marsabit County,2.85795825,37.715489185900395,1
Kenya,1.4419683,38.4313975,3
Madagascar,-18.9249604,46.4416422,15
Malaysia,4.5693754,102.2656823,32
Mexico,23.6585116,-102.0077097,19
Mexico: Oaxaca,17.0,-96.5,1
Mexico:Tamaulipas,23.9891553,-98.7026825,1
Mexico:Sonora,29.3333331,-110.6666671,1
Mexico:Florida,21.5268861,-78.2258106,1
Mexico: Sonora,29.3333331,-110.6666671,1
Mexico: Nuevo Leon,26.2384363,-99.8873,1
Morocco,28.3347722,-10.371337908392647,3
Namibia,-23.2335499,17.3231107,10
Nepal,28.3780464,83.9999901,4
Netherlands,52.2434979,5.6343227,6
Nigeria: Borno State,12.1875392,13.3080034,13
Nigeria,9.6000359,7.9999721,1
Pakistan,30.3308401,71.247499,4
Poland,52.215933,19.134422,6
Portugal,39.6621648,-8.1353519,1
Romania,45.9852129,24.6859225,135
Romania:Ialomita County,44.561523050000005,27.361694705959763,1
Romania: Enisala,44.8785704,28.8188637,1
Romania:Bucharest,44.4361414,26.1027202,1
"Romania:Bucharest, Bucharest",44.43564445,26.10092625223488,1
Senegal: Thille Boubacar region,16.510242,-14.6463876,2
Senegal,14.4750607,-14.4529612,32
Serbia,44.024322850000004,21.07657433209902,77
Serbia: Temerin,45.4073868,19.8876546,1
Serbia: Subotica,46.1002058,19.6653273,3
Serbia: Mali Idjos,45.7067012,19.666121,1
Serbia: Curug,45.4732331,20.0717969,1
Serbia: Belgrade,44.8178131,20.4568974,1
Serbia: Novi Sad,45.2551338,19.8451756,2
Serbia: Novi Becej,45.5952571,20.1343581,1
Serbia: Karavukovo,45.4976668,19.1960432,1
Serbia: Sombor,45.7727397,19.1147036,1
Serbia: Opovo,45.0487194,20.4331827,1
Serbia: Besni Fok,44.9998526,20.4055204,1
Serbia: Zemun,44.8444,20.4123996,1
Singapore,1.357107,103.8194992,1
Slovakia,48.7411522,19.4528646,53
Slovakia: Velky Biel,48.2134001,17.3598861,3
Slovakia: Secovce,48.7015059,21.6555995,1
Slovenia,46.1199444,14.8153333,2
South Africa,-28.8166236,24.991639,52
South Africa: Gauteng,-25.9363439,28.0813105,12
South Africa: North West,-26.1347819,25.6546729,1
South Africa: Western Cape,-33.546977,20.72753,4
South Africa: KwaZulu Natal,-28.503833,30.8875009,1
South Africa: Free State,-28.7853618,26.4978933,1
South Korea,36.638392,127.6961188,1
"Spain: Cadiz, Andalusia",36.6342504,-6.350784731711393,9
"Spain: Caceres, Extremadura",39.485671499999995,-6.346375690565481,9
"Spain: Toledo, Castilla-La Mancha",39.828021294902086,-3.960984773277487,1
"Spain: Seville, Andalusia",37.4645318,-5.3443621,6
Spain,39.3260685,-4.8379791,40
"Spain: Lerida, Catalonia",41.979664549999995,1.5550934573126969,2
"Spain: Tarragona, Catalonia",41.28403245,1.248438570159665,2
"Spain: Manilva, Malaga",36.31774915,-5.250742256051918,1
Switzerland,46.7985624,8.2319736,1
Switzerland: Ticino,46.3351913,8.7525902,7
Tajikistan,38.6281733,70.8156541,2
Tanzania,-6.5247123,35.7878438,2
Turkey,39.294076,35.2316631,68
Uganda,1.5333554,32.2166578,2
Uganda: Queen Elizabeth National Park,-0.2499514,29.88860948180133,1
Ukraine: Lviv region,49.83975255,24.0436698847993,1
United Arab Emirates,24.0002488,53.9994829,1
United Kingdom,54.7023545,-3.2765753,1
Viet Nam,15.9266657,107.9650855,3
Zambia,-14.5189121,27.5589884,2
Zambia:Mongu district,-15.446075,23.737402774206416,1
Zimbabwe,-18.4554963,29.7468414,1
missing,50.050566700000005,2.6856693646679615,1
